timestamp,open,high,low,close,volume
2025-11-11 21:15:00+00:00,88895,88943,88705,88710,13.03856474
2025-11-11 21:30:00+00:00,88710,88730,88437,88516,8.21038159
2025-11-11 21:45:00+00:00,88551,88759,88440,88596,6.79232012
2025-11-11 22:00:00+00:00,88580,88753,88470,88689,3.50458797
2025-11-11 22:15:00+00:00,88669,88888,88524,88849,4.04874921
2025-11-11 22:30:00+00:00,88843,88956,88778,88941,0.96226877
2025-11-11 22:45:00+00:00,88931,89013,88845,88898,3.3536679
2025-11-11 23:00:00+00:00,88877,88914,88734,88883,1.34641859
2025-11-11 23:15:00+00:00,88935,89102,88911,89016,2.21884015
2025-11-11 23:30:00+00:00,88927,88946,88741,88908,6.39722818
2025-11-11 23:45:00+00:00,88894,88999,88776,88945,4.42173985
2025-11-12 00:00:00+00:00,88948,89169,88753,88852,6.80591545
2025-11-12 00:15:00+00:00,88823,89072,88805,88962,3.00621524
2025-11-12 00:30:00+00:00,88962,88986,88789,88884,4.21972619
2025-11-12 00:45:00+00:00,88925,88976,88779,88828,5.62153186
2025-11-12 01:00:00+00:00,88824,89115,88665,89082,4.05392402
2025-11-12 01:15:00+00:00,89082,89175,88977,89070,2.75159616
2025-11-12 01:30:00+00:00,89141,89200,89067,89090,0.73180901
2025-11-12 01:45:00+00:00,89077,89256,89077,89184,0.82497813
2025-11-12 02:00:00+00:00,89211,89261,89111,89206,0.80740233
2025-11-12 02:15:00+00:00,89225,89294,89148,89213,1.66323924
2025-11-12 02:30:00+00:00,89187,89187,88909,88941,7.85615994
2025-11-12 02:45:00+00:00,88993,89154,88936,89070,5.53636804
2025-11-12 03:00:00+00:00,89065,89184,89045,89128,2.09998468
2025-11-12 03:15:00+00:00,89116,89256,89114,89206,1.3950709
2025-11-12 03:30:00+00:00,89217,89257,89186,89240,2.07446087
2025-11-12 03:45:00+00:00,89251,89326,89177,89222,3.36361461
2025-11-12 04:00:00+00:00,89225,89330,89154,89330,1.56668896
2025-11-12 04:15:00+00:00,89370,89370,89173,89185,1.88326225
2025-11-12 04:30:00+00:00,89154,89179,89025,89046,0.85533569
2025-11-12 04:45:00+00:00,89062,89217,89027,89213,0.56810245
2025-11-12 05:00:00+00:00,89264,89292,89213,89249,0.63068666
2025-11-12 05:15:00+00:00,89216,89362,89216,89300,5.75737759
2025-11-12 05:30:00+00:00,89281,89321,89208,89321,1.19717126
2025-11-12 05:45:00+00:00,89323,89377,89221,89323,0.64464418
2025-11-12 06:00:00+00:00,89318,89500,89289,89436,3.32010206
2025-11-12 06:15:00+00:00,89420,89534,89388,89431,4.04900407
2025-11-12 06:30:00+00:00,89431,89437,89296,89335,1.29411579
2025-11-12 06:45:00+00:00,89340,89367,89255,89264,3.17209177
2025-11-12 07:00:00+00:00,89259,89398,89229,89358,2.85252914
2025-11-12 07:15:00+00:00,89388,89388,89274,89296,1.25214195
2025-11-12 07:30:00+00:00,89295,89384,89242,89283,1.55707151
2025-11-12 07:45:00+00:00,89283,89283,88990,89041,5.68387482
2025-11-12 08:00:00+00:00,89040,89213,89040,89183,2.64024251
2025-11-12 08:15:00+00:00,89192,89706,89192,89662,8.34032661
2025-11-12 08:30:00+00:00,89706,89979,89580,89818,13.27269041
2025-11-12 08:45:00+00:00,89829,89997,89815,89960,8.19215823
2025-11-12 09:00:00+00:00,89960,90600,89954,90556,10.09980839
2025-11-12 09:15:00+00:00,90563,90794,90500,90503,5.72482126
2025-11-12 09:30:00+00:00,90514,90600,90214,90413,7.1126769
2025-11-12 09:45:00+00:00,90357,90386,90270,90340,5.17873175
2025-11-12 10:00:00+00:00,90359,90571,90350,90555,3.46142505
2025-11-12 10:15:00+00:00,90532,90651,90467,90559,7.17092292
2025-11-12 10:30:00+00:00,90570,90803,90517,90614,2.87712619
2025-11-12 10:45:00+00:00,90624,90706,90589,90669,1.02801841
2025-11-12 11:00:00+00:00,90669,90938,90653,90850,2.69852565
2025-11-12 11:15:00+00:00,90833,90918,90590,90620,3.05804969
2025-11-12 11:30:00+00:00,90576,90712,90547,90558,4.5009281
2025-11-12 11:45:00+00:00,90581,90769,90568,90768,7.36838251
2025-11-12 12:00:00+00:00,90744,90872,90590,90844,7.80876216
2025-11-12 12:15:00+00:00,90847,91000,90671,90687,7.14100684
2025-11-12 12:30:00+00:00,90669,90775,90557,90596,4.713864
2025-11-12 12:45:00+00:00,90588,90794,90585,90706,7.18753929
2025-11-12 13:00:00+00:00,90697,90732,90512,90618,6.09974865
2025-11-12 13:15:00+00:00,90618,90733,90387,90723,7.29202849
2025-11-12 13:30:00+00:00,90709,90897,90607,90815,7.08119634
2025-11-12 13:45:00+00:00,90812,90886,90752,90769,7.06199006
2025-11-12 14:00:00+00:00,90769,90769,90517,90718,10.32596274
2025-11-12 14:15:00+00:00,90718,90761,90576,90593,3.77552629
2025-11-12 14:30:00+00:00,90581,90684,90354,90490,9.0789047
2025-11-12 14:45:00+00:00,90555,90617,89532,89840,23.41840613
2025-11-12 15:00:00+00:00,89843,90103,89604,89606,8.18499698
2025-11-12 15:15:00+00:00,89613,89739,89203,89444,9.6701148
2025-11-12 15:30:00+00:00,89407,89572,88630,88713,12.049141
2025-11-12 15:45:00+00:00,88709,88770,88000,88142,24.6455379
2025-11-12 16:00:00+00:00,88105,88214,87393,87566,24.91750026
